selectDates,balanceCounts,totalCounts,annual_real_yield_list,annual_reward_list,annual_inflation_list
 5/18, 395548, 927113, 6.16, 11.43, 5.41
 5/19, 395816, 927657, 6.13, 11.4, 5.33
 5/20, 396014, 928112, 6.1, 11.37, 5.23
 5/21, 396271, 928531, 6.07, 11.34, 5.3
 5/22, 396443, 928859, 6.04, 11.31, 5.4
 5/23, 396630, 929197, 6.04, 11.31, 5.39
 5/24, 396782, 929512, 6.16, 11.43, 5.39
 5/25, 396969, 929807, 6.14, 11.41, 5.4
 5/26, 397091, 930125, 6.13, 11.4, 5.41
 5/27, 397296, 930436, 6.08, 11.35, 5.42
 5/28, 397120, 930747, 6.07, 11.34, 5.41
 5/29, 397244, 930975, 6.06, 11.33, 5.39
 5/30, 397335, 931209, 6.02, 11.29, 5.41
 5/31, 397417, 931416, 6.19, 11.46, 5.38
 6/1, 397570, 931721, 6.13, 11.4, 5.38
 6/2, 397647, 932012, 6.02, 11.29, 5.41
 6/3, 397774, 932334, 6.02, 11.29, 5.35
 6/4, 397861, 932588, 5.99, 11.26, 5.38
 6/5, 397942, 932789, 5.97, 11.24, 5.37
 6/6, 398023, 933012, 6.0, 11.27, 5.39
 6/7, 398123, 933234, 5.98, 11.25, 5.39
 6/8, 398268, 933561, 6.0, 11.27, 5.38
 6/9, 398387, 933887, 5.97, 11.24, 5.36
 6/10, 398556, 934160, 5.74, 11.01, 5.36
 6/11, 398689, 934380, 5.73, 11.0, 5.37
 6/12, 398810, 934587, 5.71, 10.98, 5.32
 6/13, 398917, 934753, 5.72, 10.99, 5.35
 6/14, 399032, 934956, 5.73, 11.0, 5.36
 6/15, 399183, 935216, 5.71, 10.98, 5.36
 6/16, 399339, 935477, 5.71, 10.98, 5.36
 6/17, 399469, 935718, 5.71, 10.98, 5.37
 6/18, 399569, 935943, 5.68, 10.95, 5.37
 6/19, 399655, 936117, 5.66, 10.93, 5.37
 6/20, 399752, 936288, 5.68, 10.95, 5.37
 6/21, 399873, 936489, 5.76, 11.03, 5.35
 6/22, 399944, 936712, 5.73, 11.0, 5.32
 6/23, 400047, 936902, 5.66, 10.93, 5.35
 6/24, 400149, 937080, 5.64, 10.91, 5.36
 6/25, 400240, 937270, 5.61, 10.88, 5.36
 6/26, 400313, 937428, 5.63, 10.9, 5.35
 6/27, 400410, 937599, 5.59, 10.86, 5.38
 6/28, 400549, 937820, 5.72, 10.99, 5.38
 6/29, 400686, 938051, 5.71, 10.98, 5.35
 6/30, 400796, 938248, 5.59, 10.86, 5.38
 7/1, 400956, 938455, 5.58, 10.85, 5.27
 7/2, 401092, 938633, 5.57, 10.84, 5.37
 7/3, 401210, 938830, 5.54, 10.81, 5.33
 7/4, 401287, 939001, 5.56, 10.83, 5.36
 7/5, 401371, 939160, 5.54, 10.81, 5.36
 7/6, 401513, 939374, 5.51, 10.78, 5.36
 7/7, 401673, 939624, 5.51, 10.78, 5.35
 7/8, 401864, 939884, 5.48, 10.75, 5.35
 7/9, 401953, 940125, 5.46, 10.73, 5.34
 7/10, 402067, 940352, 5.49, 10.76, 5.24
 7/11, 402158, 940519, 5.48, 10.75, 5.31
 7/12, 402269, 940716, 5.48, 10.75, 5.31
 7/13, 402374, 940937, 5.35, 10.62, 5.22
 7/14, 402462, 941155, 5.28, 10.55, 5.33
 7/15, 402548, 941337, 5.27, 10.54, 5.33
 7/16, 402661, 941516, 5.27, 10.54, 5.31
 7/17, 402745, 941694, 5.28, 10.55, 5.32
 7/18, 402835, 941857, 5.24, 10.51, 5.33
 7/19, 402899, 941995, 5.21, 10.48, 5.32
 7/20, 403022, 942208, 5.18, 10.45, 5.32
 7/21, 403091, 942363, 5.14, 10.41, 5.3
 7/22, 403172, 942511, 5.16, 10.43, 5.28
 7/23, 403262, 942658, 5.14, 10.41, 5.27
 7/24, 403336, 942795, 5.13, 10.4, 5.3
 7/25, 403436, 942941, 5.09, 10.36, 5.31
 7/26, 403527, 943169, 5.26, 10.53, 5.3
 7/27, 403649, 943381, 5.24, 10.51, 5.23
 7/28, 403791, 943644, 5.22, 10.49, 5.3
 7/29, 403948, 943913, 5.21, 10.48, 5.34
 7/30, 404211, 944244, 5.21, 10.48, 5.25
 7/31, 404456, 944564, 5.22, 10.49, 5.33
 8/1, 404656, 944846, 5.18, 10.45, 5.33
 8/2, 404834, 945128, 5.17, 10.44, 5.33
 8/3, 405067, 945457, 5.16, 10.43, 5.33
 8/4, 405216, 945700, 5.14, 10.41, 5.33
 8/5, 405413, 945939, 5.15, 10.42, 5.32
 8/6, 405550, 946168, 5.13, 10.4, 5.32
 8/7, 405729, 946464, 5.14, 10.41, 5.32
 8/8, 405960, 946812, 5.18, 10.45, 5.32
 8/9, 406133, 947076, 5.16, 10.43, 5.34
 8/10, 406308, 947358, 5.14, 10.41, 5.32
 8/11, 406430, 947635, 5.05, 10.32, 5.35
 8/12, 406573, 947928, 5.03, 10.3, 5.3
 8/13, 406709, 948162, 5.02, 10.29, 5.31
 8/14, 406818, 948395, 4.91, 10.18, 5.32
 8/15, 406935, 948602, 4.84, 10.11, 5.3
 8/16, 407113, 948906, 4.95, 10.22, 5.28
 8/17, 407287, 949191, 4.96, 10.23, 5.3
 8/18, 407518, 949536, 5.03, 10.3, 5.27
 8/19, 407774, 949945, 5.06, 10.33, 5.3
 8/20, 407672, 950367, 5.06, 10.33, 5.3
 8/21, 407942, 950820, 5.07, 10.34, 5.32
 8/22, 408154, 951150, 5.06, 10.33, 5.31
 8/23, 408420, 951660, 5.11, 10.38, 5.31
 8/24, 409968, 953361, 5.09, 10.36, 5.31
 8/25, 412344, 955872, 4.97, 10.24, 5.32
 8/26, 412639, 956325, 4.55, 9.82, 5.36
 8/27, 412789, 956623, 4.25, 9.52, 5.29
 8/28, 412900, 956896, 4.23, 9.5, 5.21
 8/29, 413007, 957141, 4.18, 9.45, 5.21
 8/30, 413168, 957456, 4.15, 9.42, 5.2
 8/31, 415447, 960132, 4.15, 9.42, 5.2
 9/1, 415779, 960619, 4.1, 9.37, 5.16
 9/2, 416023, 961066, 4.04, 9.31, 5.12
 9/3, 416041, 961449, 3.99, 9.26, 5.1
 9/4, 416236, 961786, 3.95, 9.22, 5.12
 9/5, 416422, 962147, 3.92, 9.19, 5.13
 9/6, 416622, 962556, 3.74, 9.01, 5.13
 9/7, 416745, 962905, 3.71, 8.98, 5.1
 9/8, 416929, 963236, 3.68, 8.95, 5.07
 9/9, 417069, 963591, 3.62, 8.89, 5.07
 9/10, 417404, 964296, 3.61, 8.88, 5.08
 9/11, 417574, 964673, 3.68, 8.95, 5.07
 9/12, 417782, 965018, 3.7, 8.97, 5.1
 9/13, 417949, 965355, 4.08, 9.35, 5.09
 9/14, 418219, 965881, 4.09, 9.36, 5.11
 9/15, 418476, 966344, 4.1, 9.37, 5.08
 9/16, 418686, 966793, 4.11, 9.38, 5.17
 9/17, 418901, 967149, 4.16, 9.43, 5.16
 9/18, 419031, 967392, 4.14, 9.41, 5.07
 9/19, 419132, 967673, 4.11, 9.38, 5.19
 9/20, 419272, 967944, 4.06, 9.33, 5.18
 9/21, 419434, 968201, 4.14, 9.41, 5.14
 9/22, 419577, 968431, 4.15, 9.42, 5.16
 9/23, 419702, 968694, 4.13, 9.4, 5.16
 9/24, 419861, 968940, 4.2, 9.47, 5.17
 9/25, 419961, 969146, 4.2, 9.47, 5.17
 9/26, 420231, 969488, 4.27, 9.54, 5.19
 9/27, 420370, 969763, 4.13, 9.4, 5.2
 9/28, 420930, 970390, 4.15, 9.42, 5.2
 9/29, 421099, 970651, 4.14, 9.41, 5.18
 9/30, 421194, 970938, 4.16, 9.43, 5.19
 10/1, 421399, 971254, 4.14, 9.41, 5.18
 10/2, 421530, 971583, 4.15, 9.42, 5.17
 10/3, 421801, 972061, 4.22, 9.49, 5.17
 10/4, 421972, 972368, 4.27, 9.54, 5.17
 10/5, 422178, 972908, 4.26, 9.53, 5.09
 10/6, 422374, 973224, 4.28, 9.55, 5.17
 10/7, 422533, 973505, 4.32, 9.59, 5.11
 10/8, 425156, 976247, 4.3, 9.57, 5.12
 10/9, 425288, 976495, 4.3, 9.57, 5.15
 10/10, 425511, 976810, 4.29, 9.56, 5.16
 10/11, 425746, 977137, 4.3, 9.57, 5.11
 10/12, 425979, 977578, 4.29, 9.56, 5.11
 10/13, 426153, 977854, 4.3, 9.57, 5.11
 10/14, 426299, 978150, 4.3, 9.57, 5.11
 10/15, 426472, 978425, 4.29, 9.56, 5.15
 10/16, 426627, 978696, 4.26, 9.53, 5.13
 10/17, 427052, 979202, 4.23, 9.5, 5.12
 10/18, 427465, 979738, 4.41, 9.68, 5.12
 10/19, 427736, 980133, 4.42, 9.69, 5.07
 10/20, 427886, 980488, 4.42, 9.69, 5.05
 10/21, 428078, 980853, 4.42, 9.69, 4.95
 10/22, 428434, 981339, 4.42, 9.69, 4.95
 10/23, 428660, 981678, 4.45, 9.72, 4.92
 10/24, 428760, 981912, 4.48, 9.75, 4.97
 10/25, 428932, 982229, 4.49, 9.76, 4.99
 10/26, 429036, 982499, 4.47, 9.74, 5.1
 10/27, 429217, 982789, 4.48, 9.75, 4.94
 10/28, 429408, 983094, 4.44, 9.71, 4.96
 10/29, 429539, 983355, 4.43, 9.7, 5.05
 10/30, 429706, 983657, 4.41, 9.68, 5.12
 10/31, 429848, 983994, 4.43, 9.7, 5.14
 11/1, 429919, 984277, 4.44, 9.71, 5.04
 11/2, 430147, 984671, 4.45, 9.72, 5.1
 11/3, 430335, 985009, 4.51, 9.78, 5.1
 11/4, 430474, 985253, 4.52, 9.79, 4.58
 11/5, 430636, 985498, 4.5, 9.77, 5.23
 11/6, 430747, 985682, 4.49, 9.76, 5.27
 11/7, 430897, 985900, 4.48, 9.75, 5.27
 11/8, 431076, 986170, 4.48, 9.75, 5.24
 11/9, 431254, 986429, 4.47, 9.74, 5.24
 11/10, 431439, 986678, 4.48, 9.75, 5.24
 11/11, 431476, 986974, 4.48, 9.75, 5.23
 11/12, 431661, 987237, 4.49, 9.76, 5.25
 11/13, 431846, 987519, 4.46, 9.73, 5.27
 11/14, 432057, 987830, 4.49, 9.76, 5.28
 11/15, 432314, 988242, 4.49, 9.76, 5.27
 11/16, 432520, 988639, 4.52, 9.79, 5.26
 11/17, 432712, 988939, 4.53, 9.8, 5.25
 11/18, 432872, 989189, 4.56, 9.83, 5.27
 11/19, 433085, 989516, 4.56, 9.83, 3.95
 11/20, 433204, 989747, 4.55, 9.82, 6.59
 11/21, 433302, 990003, 4.61, 9.88, 5.27
 11/22, 433458, 990403, 4.61, 9.88, 5.29
 11/23, 433512, 990836, 4.6, 9.87, 5.29
 11/24, 433775, 991238, 4.61, 9.88, 5.28
 11/25, 434206, 991833, 4.57, 9.84, 5.29
 11/26, 434711, 992435, 4.59, 9.86, 5.28
 11/27, 435084, 992898, 4.59, 9.86, 5.27
 11/28, 435351, 993243, 4.61, 9.88, 5.28
 11/29, 435452, 993538, 4.61, 9.88, 5.28
 11/30, 435629, 993847, 4.61, 9.88, 5.27
 12/1, 435811, 994127, 4.66, 9.93, 5.27
 12/2, 436008, 994399, 4.71, 9.98, 5.29
 12/3, 436242, 994698, 4.72, 9.99, 5.29
 12/4, 436488, 995020, 4.72, 9.99, 5.3
 12/5, 436673, 995277, 4.93, 10.2, 5.27
,,, 4.92, 10.19, 5.32
